10 52 19 OPAL GS98 Z=0.020; original cells, logT=4.0..7.1
-0.622 -0.621 -0.619 -0.614 -0.602 -0.574 -0.513 -0.410 -0.252 -0.016 0.318 0.736 1.150 1.488 1.736 1.906 2.032 2.205 2.442
-0.622 -0.622 -0.621 -0.619 -0.614 -0.599 -0.563 -0.473 -0.289 -0.013 0.324 0.707 1.063 1.339 1.548 1.704 1.843 2.051 2.304
-0.623 -0.623 -0.622 -0.621 -0.618 -0.610 -0.588 -0.530 -0.385 -0.108 0.260 0.618 0.915 1.143 1.329 1.489 1.662 1.900 2.160
-0.624 -0.624 -0.623 -0.623 -0.621 -0.615 -0.600 -0.560 -0.457 -0.241 0.097 0.443 0.718 0.929 1.104 1.280 1.491 1.754 2.022
-0.625 -0.625 -0.625 -0.625 -0.623 -0.619 -0.609 -0.580 -0.505 -0.345 -0.072 0.239 0.502 0.710 0.891 1.088 1.331 1.610 1.882
-0.627 -0.626 -0.626 -0.626 -0.625 -0.623 -0.615 -0.595 -0.543 -0.424 -0.214 0.046 0.288 0.497 0.694 0.921 1.188 1.483 1.742
-0.628 -0.628 -0.628 -0.627 -0.627 -0.625 -0.619 -0.604 -0.567 -0.482 -0.325 -0.111 0.115 0.316 0.539 0.786 1.065 1.357 1.599
-0.630 -0.630 -0.630 -0.629 -0.628 -0.626 -0.620 -0.607 -0.578 -0.515 -0.397 -0.226 -0.029 0.187 0.429 0.677 0.959 1.232 1.461
-0.633 -0.632 -0.632 -0.632 -0.631 -0.629 -0.623 -0.608 -0.578 -0.522 -0.425 -0.283 -0.104 0.107 0.333 0.572 0.842 1.110 1.301
0.3500 0.0200
-0.731 -0.766 -0.789 -0.784 -0.742 -0.643 -0.464 -0.194 0.150 0.512 0.832 1.068 1.234 1.363 1.475 1.591 1.713 1.859 2.020
-0.670 -0.674 -0.686 -0.702 -0.698 -0.632 -0.469 -0.198 0.168 0.585 1.006 1.366 1.641 1.836 1.977 2.095 2.211 2.330 2.466
-0.654 -0.649 -0.642 -0.630 -0.605 -0.549 -0.428 -0.203 0.132 0.552 1.005 1.445 1.830 2.125 2.340 2.497 2.628 2.749 2.872
